key,0,1
#,,
int32,str,str
0,"TEXT_FESXMS2020LETTER_00698_BAENFAELD_000_000","抱歉，我正在整理书信，有点忙不过来。
除了和各国执行委员的书信往来，
还有很多其他信件寄过来。"
1,"TEXT_FESXMS2020LETTER_00698_BAENFAELD_000_010","哦，辛苦你去帮忙了！
各地协助我们活动的人也给你寄来了加油贺卡哦！"
2,"TEXT_FESXMS2020LETTER_00698_Q1_000_001","要读哪封？"
3,"TEXT_FESXMS2020LETTER_00698_A1_000_001","海洋之都接待员寄来的信"
4,"TEXT_FESXMS2020LETTER_00698_A1_000_007","皇都的议长寄来的信"
5,"TEXT_FESXMS2020LETTER_00698_A1_000_002","森林之都接待员寄来的信"
6,"TEXT_FESXMS2020LETTER_00698_A1_000_008","收集破烂的少女寄来的信"
7,"TEXT_FESXMS2020LETTER_00698_A1_000_003","沙漠之都接待员寄来的信"
8,"TEXT_FESXMS2020LETTER_00698_A1_000_009","红衣解放者寄来的信"
9,"TEXT_FESXMS2020LETTER_00698_A1_000_004","海洋之都的提督寄来的信"
10,"TEXT_FESXMS2020LETTER_00698_A1_000_010","探索世界之翼寄来的信"
11,"TEXT_FESXMS2020LETTER_00698_A1_000_005","森林之都的幻术皇寄来的信"
12,"TEXT_FESXMS2020LETTER_00698_A1_000_011","虹彩之国的女王寄来的信"
13,"TEXT_FESXMS2020LETTER_00698_A1_000_006","沙漠之都的女王寄来的信"
14,"TEXT_FESXMS2020LETTER_00698_A1_000_012","异世界的巫女寄来的信"
15,"TEXT_FESXMS2020LETTER_00698_A1_000_013","孤儿院运营者寄来的信"
16,"TEXT_FESXMS2020LETTER_00698_A1_000_014","取消"
17,"TEXT_FESXMS2020LETTER_00698_LETTER_000_020","(-海洋之都接待员寄来的信-)听说你在帮忙准备星芒节？
我也在沉溺海豚亭给别人介绍着各种工作。
真希望我们这边的客人都能学学你啊。"
18,"TEXT_FESXMS2020LETTER_00698_LETTER_000_021","(-海洋之都接待员寄来的信-)到我们这来的新人冒险者里，
虽然也有那种胡来蛮干，为了英雄梦拼命的家伙，
但在我看来，也不用非要拯救一次世界才能算英雄。"
