key,0,1
#,,
int32,str,str
0,"TEXT_JOBDRK650_02917_SEQ_00","尾羽集落的希德勒格想要开始下一轮帮助别人的行动。"
1,"TEXT_JOBDRK650_02917_SEQ_01","希德勒格提议鼓励一下密斯托。和翻云雾海莫古力之家的希德勒格谈谈。"
2,"TEXT_JOBDRK650_02917_SEQ_02","希德勒格拜托冒险者去叫密斯托。在莫古力之家附近寻找密斯托。"
3,"TEXT_JOBDRK650_02917_SEQ_03","找到了密斯托。和莫古力之家的希德勒格谈谈。"
4,"TEXT_JOBDRK650_02917_SEQ_04","在和希德勒格说话的时候，莉艾勒和密斯托跑出去玩了。追上他们两个，和翻云雾海人王遗迹的希德勒格谈谈。"
5,"TEXT_JOBDRK650_02917_SEQ_05","和被莫古力缠住的希德勒格进行了交谈。在翻云雾海的赎罪天廊附近寻找莉艾勒。"
6,"TEXT_JOBDRK650_02917_SEQ_06","找到了莉艾勒和密斯托。和用密斯托的力量获得了实体的翁帕涅进行了战斗。在赎罪天廊附近听他的回答。"
7,"TEXT_JOBDRK650_02917_SEQ_07","从翁帕涅那里得知了他对曾经是英雄的暗黑骑士的想法。对赎罪天廊附近的<Sheet(EObj,2008665,0)/>使用噬魂斩，回收以太。"
8,"TEXT_JOBDRK650_02917_SEQ_08","回收了以太。和赎罪天廊附近的希德勒格谈谈。"
9,"TEXT_JOBDRK650_02917_SEQ_09","和希德勒格进行了交谈。和莫古力之家的希德勒格谈谈。"
10,"TEXT_JOBDRK650_02917_SEQ_10","和希德勒格进行了交谈，他的伤势很严重。观察他的情况，继续帮助密斯托。

※暗黑骑士的等级达到68级以上时，可以从莫古力之家的密斯托那里领取下一个暗黑骑士任务。"
11,"TEXT_JOBDRK650_02917_SEQ_11",""
12,"TEXT_JOBDRK650_02917_SEQ_12",""
13,"TEXT_JOBDRK650_02917_SEQ_13",""
14,"TEXT_JOBDRK650_02917_SEQ_14",""
15,"TEXT_JOBDRK650_02917_SEQ_15",""
16,"TEXT_JOBDRK650_02917_SEQ_16",""
17,"TEXT_JOBDRK650_02917_SEQ_17",""
18,"TEXT_JOBDRK650_02917_SEQ_18",""
19,"TEXT_JOBDRK650_02917_SEQ_19",""
20,"TEXT_JOBDRK650_02917_SEQ_20",""
21,"TEXT_JOBDRK650_02917_SEQ_21",""
