key,0,1
#,,
int32,str,str
0,"TEXT_FESPDY101_00499_SEQ_00","※本任务是特定期间内的任务。

乌尔达哈的彬彬有礼的佣人有事情想要委托给冒险者。"
1,"TEXT_FESPDY101_00499_SEQ_01","※本任务只有在季节活动开放期间才能接受和进行。
　季节活动结束后无法进行，敬请注意。
　详情请参见官方网站。

彬彬有礼的佣人希望冒险者能帮助他的主人。和乌尔达哈翠玉大街的纳纳帕西谈谈。"
2,"TEXT_FESPDY101_00499_SEQ_02","和纳纳帕西打过招呼后，他希望冒险者帮助他。他似乎向他的女儿妮妮茉许下了难以兑现的承诺。为了了解具体情况，和乌尔达哈流沙屋附近的纳纳帕西谈谈。"
3,"TEXT_FESPDY101_00499_SEQ_03","和纳纳帕西进行了交谈。为了女儿，他打算将索恩朝时代的真人比例的装饰人偶重现于世间。为此需要收集各种资料，希望冒险者能帮助他。和纳纳帕西身边的认真的女仆谈谈，帮助纳纳帕西重现真人比例的装饰人偶。"
4,"TEXT_FESPDY101_00499_SEQ_04",""
5,"TEXT_FESPDY101_00499_SEQ_05",""
6,"TEXT_FESPDY101_00499_SEQ_06",""
7,"TEXT_FESPDY101_00499_SEQ_07",""
8,"TEXT_FESPDY101_00499_SEQ_08",""
9,"TEXT_FESPDY101_00499_SEQ_09",""
10,"TEXT_FESPDY101_00499_SEQ_10",""
11,"TEXT_FESPDY101_00499_SEQ_11",""
12,"TEXT_FESPDY101_00499_SEQ_12",""
13,"TEXT_FESPDY101_00499_SEQ_13",""
14,"TEXT_FESPDY101_00499_SEQ_14",""
15,"TEXT_FESPDY101_00499_SEQ_15",""
16,"TEXT_FESPDY101_00499_SEQ_16",""
17,"TEXT_FESPDY101_00499_SEQ_17",""
18,"TEXT_FESPDY101_00499_SEQ_18",""
19,"TEXT_FESPDY101_00499_SEQ_19",""
20,"TEXT_FESPDY101_00499_SEQ_20",""
21,"TEXT_FESPDY101_00499_SEQ_21",""
22,"TEXT_FESPDY101_00499_SEQ_22",""
23,"TEXT_FESPDY101_00499_SEQ_23",""
24,"TEXT_FESPDY101_00499_TODO_00","和纳纳帕西对话"
25,"TEXT_FESPDY101_00499_TODO_01","再次和纳纳帕西对话"
26,"TEXT_FESPDY101_00499_TODO_02",""
27,"TEXT_FESPDY101_00499_TODO_03",""
