key,0,1
#,,
int32,str,str
0,"TEXT_STMBDI211_03093_SEQ_00","道具间的妖艳的剧团成员有事想要拜托冒险者。"
1,"TEXT_STMBDI211_03093_SEQ_01","异国的剧作家似乎在找冒险者。和道具间的异国的剧作家谈谈。"
2,"TEXT_STMBDI211_03093_SEQ_02","异国的剧作家委托冒险者收集烟肉麦穗面包。收集10个<Sheet(ItemHQ,9331,0)/>，将其交给道具间的异国的剧作家。"
3,"TEXT_STMBDI211_03093_SEQ_03","将<Sheet(ItemHQ,9331,0)/>交给了异国的剧作家。异国的剧作家十分高兴，回赠了十分珍贵的礼物。就当做是帮忙的报酬收下吧。"
4,"TEXT_STMBDI211_03093_SEQ_04",""
5,"TEXT_STMBDI211_03093_SEQ_05",""
6,"TEXT_STMBDI211_03093_SEQ_06",""
7,"TEXT_STMBDI211_03093_SEQ_07",""
8,"TEXT_STMBDI211_03093_SEQ_08",""
9,"TEXT_STMBDI211_03093_SEQ_09",""
10,"TEXT_STMBDI211_03093_SEQ_10",""
11,"TEXT_STMBDI211_03093_SEQ_11",""
12,"TEXT_STMBDI211_03093_SEQ_12",""
13,"TEXT_STMBDI211_03093_SEQ_13",""
14,"TEXT_STMBDI211_03093_SEQ_14",""
15,"TEXT_STMBDI211_03093_SEQ_15",""
16,"TEXT_STMBDI211_03093_SEQ_16",""
17,"TEXT_STMBDI211_03093_SEQ_17",""
18,"TEXT_STMBDI211_03093_SEQ_18",""
19,"TEXT_STMBDI211_03093_SEQ_19",""
20,"TEXT_STMBDI211_03093_SEQ_20",""
21,"TEXT_STMBDI211_03093_SEQ_21",""
22,"TEXT_STMBDI211_03093_SEQ_22",""
23,"TEXT_STMBDI211_03093_SEQ_23",""
24,"TEXT_STMBDI211_03093_TODO_00","和异国的剧作家对话"
25,"TEXT_STMBDI211_03093_TODO_01","将<Sheet(ItemHQ,9331,0)/>交给异国的剧作家"
26,"TEXT_STMBDI211_03093_TODO_02",""
27,"TEXT_STMBDI211_03093_TODO_03",""
28,"TEXT_STMBDI211_03093_TODO_04",""
29,"TEXT_STMBDI211_03093_TODO_05",""
30,"TEXT_STMBDI211_03093_TODO_06",""
31,"TEXT_STMBDI211_03093_TODO_07",""
32,"TEXT_STMBDI211_03093_TODO_08",""
33,"TEXT_STMBDI211_03093_TODO_09",""
34,"TEXT_STMBDI211_03093_TODO_10",""
35,"TEXT_STMBDI211_03093_TODO_11",""
36,"TEXT_STMBDI211_03093_TODO_12",""
37,"TEXT_STMBDI211_03093_TODO_13",""
38,"TEXT_STMBDI211_03093_TODO_14",""
39,"TEXT_STMBDI211_03093_TODO_15",""
40,"TEXT_STMBDI211_03093_TODO_16",""
41,"TEXT_STMBDI211_03093_TODO_17",""
42,"TEXT_STMBDI211_03093_TODO_18",""
43,"TEXT_STMBDI211_03093_TODO_19",""
44,"TEXT_STMBDI211_03093_TODO_20",""
45,"TEXT_STMBDI211_03093_TODO_21",""
46,"TEXT_STMBDI211_03093_TODO_22",""
47,"TEXT_STMBDI211_03093_TODO_23",""
48,"TEXT_STMBDI211_03093_BEWITCHINGMEMBER_100_000","辛苦了。
让你大老远又费尽心力跑了这么一大圈。"
49,"TEXT_STMBDI211_03093_BEWITCHINGMEMBER_101_000","虽然你可能很累了，不过，
我家亲爱的……就是异国的剧作家说有事要找你。"
50,"TEXT_STMBDI211_03093_BEWITCHINGMEMBER_100_010","虽然你可能很累了，不过，
我家亲爱的……就是异国的剧作家说有事要找你。"
51,"TEXT_STMBDI211_03093_WANDERINGWRITER_000_000","哎呀，辛苦你了。黎铎拉纳大灯塔竟然就是
机工都市高古的下半部分，这真是太令人吃惊了。
希望你能详细把那里的事情告诉我。"
52,"TEXT_STMBDI211_03093_WANDERINGWRITER_000_001","哦，不过在那之前，
先让我们为发现高古和英雄平安归来举杯庆贺。
我去取我收藏的红酒来。"
53,"TEXT_STMBDI211_03093_WANDERINGWRITER_000_002","啊，对了。
虽然你已经很累了，不过还是有件事需要英雄你来帮忙。"
54,"TEXT_STMBDI211_03093_WANDERINGWRITER_000_003","能去收集一些我和我妻子最喜欢的烟肉麦穗面包吗。
因为要和大家一起庆祝，我数数……要1、2、3……
准备10个<Sheet(ItemHQ,9331,0)/>就差不多了。"
55,"TEXT_STMBDI211_03093_BEWITCHINGMEMBER_000_030","亲爱的与其说是喜欢烟肉麦穗面包，
不如说是喜欢亲手制作适合下酒的吃食。
平时就连烟肉他都会亲手去做。"
56,"TEXT_STMBDI211_03093_WANDERINGWRITER_000_050","你可是名副其实的“寻物高手”，是专家中的专家！
比起战斗，说不定你更擅长找东西呢，哈哈哈。
所以10个<Sheet(ItemHQ,9331,0)/>就拜托你了。"
57,"TEXT_STMBDI211_03093_WANDERINGWRITER_000_070","噢噢，这是艾欧泽亚产的烟肉麦穗面包！
这小麦和烟肉的味道实在是醇厚！
还能闻到微微的海风香气！"
58,"TEXT_STMBDI211_03093_WANDERINGWRITER_000_071","多亏了英雄，我们终于能举杯庆贺了。
美味葡萄酒的下酒菜只要有奶酪和面包就够了。
而且我们的面包是烟肉麦穗面包，真是太棒了！"
59,"TEXT_STMBDI211_03093_WANDERINGWRITER_000_072","这惰性水晶和惰性晶簇就送给你了。
听说是这一带很难找到的东西。
你就收下吧，多谢你帮忙了！"
